"","DATE","Type","work","mean","sd","min","25%","50%","75%","max"
"40",2010-01-20,"pm10","work",114.182,11.557,93,105.5,119,122.5,128
"41",2010-01-21,"pm10","home",45.769,6.572,34,41,45,50,55
"42",2010-01-21,"pm10","work",61.727,3.952,52,60.5,63,64,65
"43",2010-01-22,"pm10","home",45.308,14.795,27,32,42,59,71
"44",2010-01-22,"pm10","work",63.091,6.057,49,60.5,64,67,70
"45",2010-01-23,"pm10","home",54.846,10.869,39,49,55,59,73
"46",2010-01-23,"pm10","work",76.091,11.423,58,69.5,72,83.5,98
"47",2010-01-24,"pm10","home",64.077,19.666,41,49,62,74,105
"48",2010-01-24,"pm10","work",70,10.835,54,63.5,71,73,92
"49",2010-01-25,"pm10","home",103.846,30.746,79,82,93,112,174
"50",2010-01-25,"pm10","work",176.273,80.272,98,113,156,222.5,328
"51",2010-01-26,"pm10","home",62.308,10.758,48,56,63,64,84
"52",2010-01-26,"pm10","work",77.727,10.238,63,70,74,87,93
"53",2010-01-27,"pm10","home",58.154,9.362,48,52,54,59,76
"54",2010-01-27,"pm10","work",86.818,14.945,59,77.5,91,95,109
"55",2010-01-28,"pm10","home",50.231,10.01,31,42,51,59,62
"56",2010-01-28,"pm10","work",99.545,20.131,58,87,106,115.5,124
"57",2010-01-29,"pm10","home",49.769,22.268,25,32,43,74,82
"58",2010-01-29,"pm10","work",68,7.803,60,61,67,73.25,83
"59",2010-01-30,"pm10","home",86.462,10.373,72,76,86,97,102
"60",2010-01-30,"pm10","work",125.909,14.515,95,119.5,133,135.5,141
"61",2010-01-31,"pm10","home",116,36.717,78,87,97,157,168
"62",2010-01-31,"pm10","work",138.909,22.318,93,132,148,153,160
"63",2010-02-01,"pm10","home",142,5.043,136,138.5,141,145.5,150
"64",2010-02-01,"pm10","work",158.714,9.123,148,151.5,156,167,170
"65",2010-02-02,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"66",2010-02-02,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"67",2010-02-03,"pm10","home",57.2,3.899,53,55,56,59,63
"68",2010-02-03,"pm10","work",52.857,3.237,50,50.5,52,54,59
"69",2010-02-04,"pm10","home",56.154,13.347,42,44,51,61,81
"70",2010-02-04,"pm10","work",70.364,13.677,47,63,67,79,92
"71",2010-02-05,"pm10","home",49.615,12.258,33,38,53,61,66
"72",2010-02-05,"pm10","work",67.545,7.048,55,63.5,69,69.5,80
"73",2010-02-06,"pm10","home",67.923,28.001,38,44,52,98,108
"74",2010-02-06,"pm10","work",79.091,10.986,63,71.5,80,85.5,101
"75",2010-02-07,"pm10","home",89.692,16.869,70,75,85,100,119
"76",2010-02-07,"pm10","work",81.818,21.259,52,61,84,94.5,111
"77",2010-02-08,"pm10","home",90,17.248,63,78,94,105,116
"78",2010-02-08,"pm10","work",107.273,17.048,78,97.5,104,121.5,130
"79",2010-02-09,"pm10","home",82.615,10.178,64,77,83,88,100
"80",2010-02-09,"pm10","work",93.727,8.486,84,88,91,100,107
"81",2010-02-10,"pm10","home",44.769,18.075,21,26,49,60,74
"82",2010-02-10,"pm10","work",57.455,23.39,27,37.5,62,78,93
"83",2010-02-11,"pm10","home",15.615,8.026,7,9,12,22,28
"84",2010-02-11,"pm10","work",18.455,2.806,14,16.5,19,20.5,22
"85",2010-02-12,"pm10","home",28,14.201,14,16,22,43,49
"86",2010-02-12,"pm10","work",35.364,2.541,30,34,36,36.5,39
"87",2010-02-13,"pm10","home",35.538,8.657,23,30,32,41,49
"88",2010-02-13,"pm10","work",40.727,4.125,34,37,42,43.5,48
"89",2010-02-14,"pm10","home",50.231,3.655,43,49,50,52,56
"90",2010-02-14,"pm10","work",49.909,6.379,41,45.5,49,54,60
"91",2010-02-15,"pm10","home",65.769,15.101,44,54,67,79,87
"92",2010-02-15,"pm10","work",73.364,5.591,67,68,74,78,82
"93",2010-02-16,"pm10","home",50.462,4.521,45,48,50,52,63
"94",2010-02-16,"pm10","work",64.364,6.005,55,59.5,66,69,73
"95",2010-02-17,"pm10","home",65.846,32.344,36,40,45,101,114
"96",2010-02-17,"pm10","work",92.875,12.017,77,84,92,100.25,111
"97",2010-02-18,"pm10","home",75.846,6.866,62,74,74,80,89
"98",2010-02-18,"pm10","work",80.455,15.706,59,69,78,91.5,105
"99",2010-02-19,"pm10","home",70.538,10.806,59,63,67,74,92
"100",2010-02-19,"pm10","work",83.455,14.713,59,72,88,93.5,105
"101",2010-02-20,"pm10","home",93.615,20.193,70,75,89,109,122
"102",2010-02-20,"pm10","work",117.818,8.886,102,113,118,125,128
"103",2010-02-21,"pm10","home",83.308,12.579,64,73,85,91,106
"104",2010-02-21,"pm10","work",98.182,24.665,67,79,88,114,143
"105",2010-02-22,"pm10","home",79.692,27.491,52,58,63,107,122
"106",2010-02-22,"pm10","work",104.091,22.26,68,89,109,118.5,140
"107",2010-02-23,"pm10","home",116.231,32.065,84,89,106,143,168
"108",2010-02-23,"pm10","work",129.182,24.066,95,115,128,146,167
"109",2010-02-24,"pm10","home",121.923,16.358,100,107,124,134,147
"110",2010-02-24,"pm10","work",119.818,30.61,80,95.5,108,148,167
"111",2010-02-25,"pm10","home",65.923,15.386,43,55,70,74,97
"112",2010-02-25,"pm10","work",40.727,14.311,19,32,38,53.5,63
"113",2010-02-26,"pm10","home",66.615,38.344,27,36,49,95,143
"114",2010-02-26,"pm10","work",53.818,13.695,42,44.5,46,57.5,85
"115",2010-02-27,"pm10","home",54.615,19.713,29,40,50,72,84
"116",2010-02-27,"pm10","work",64.727,6.294,55,60,66,68.5,76
"117",2010-02-28,"pm10","home",71.231,20.588,44,52,68,87,103
"118",2010-02-28,"pm10","work",83.455,9.74,69,76,85,90.5,99
"119",2010-03-01,"pm10","home",50.846,33.657,18,20,39,84,101
"120",2010-03-01,"pm10","work",13.455,6.039,8,10,11,14.5,25
"121",2010-03-02,"pm10","home",37.846,30.74,7,10,27,73,85
"122",2010-03-02,"pm10","work",53.091,11.077,43,46,49,56,76
"123",2010-03-03,"pm10","home",101.308,8.769,82,99,102,104,118
"124",2010-03-03,"pm10","work",126,21.645,99,106,123,148,150
"125",2010-03-04,"pm10","home",49.769,13.965,30,37,51,58,71
"126",2010-03-04,"pm10","work",50.273,15.007,34,37.5,45,63,73
"127",2010-03-05,"pm10","home",59.923,40.022,21,25,42,102,114
"128",2010-03-05,"pm10","work",68.364,7.698,51,65,68,73,79
"129",2010-03-06,"pm10","home",74.308,36.929,26,31,96,103,114
"130",2010-03-06,"pm10","work",92.545,27.865,39,74.5,103,114,120
"131",2010-03-07,"pm10","home",21.923,5.53,14,17,22,25,34
"132",2010-03-07,"pm10","work",33.091,3.015,28,30.5,34,35.5,36
"133",2010-03-08,"pm10","home",26,12.748,11,16,20,36,48
"134",2010-03-08,"pm10","work",42.909,8.432,35,38,40,45.5,64
"135",2010-03-09,"pm10","home",33.615,16.939,16,24,27,41,73
"136",2010-03-09,"pm10","work",43.182,4.916,37,39,44,47,50
"137",2010-03-10,"pm10","home",30.077,6.224,22,25,29,36,41
"138",2010-03-10,"pm10","work",57.818,7.387,49,51.5,55,63,70
"139",2010-03-11,"pm10","home",59.769,27.164,34,37,44,91,95
"140",2010-03-11,"pm10","work",72.455,11.911,60,63.5,67,79.5,93
"141",2010-03-12,"pm10","home",85.154,19.287,67,72,78,86,131
"142",2010-03-12,"pm10","work",110.545,40.732,70,83.5,91,136.5,180
"143",2010-03-13,"pm10","home",109.846,24.715,78,83,105,136,140
"144",2010-03-13,"pm10","work",146,13.52,125,136,144,154.5,169
"145",2010-03-14,"pm10","home",98.538,13.884,81,87,99,109,121
"146",2010-03-14,"pm10","work",132.909,43.122,90,100,119,164.5,219
"147",2010-03-15,"pm10","home",156.462,125.71,51,57,74,297,341
"148",2010-03-15,"pm10","work",48.273,30.444,24,33,38,48,133
"149",2010-03-16,"pm10","home",221.154,141.769,47,53,308,342,360
"150",2010-03-16,"pm10","work",182.727,125.967,55,78,112,308.5,360
"151",2010-03-17,"pm10","home",65.154,18.56,49,53,58,70,106
"152",2010-03-17,"pm10","work",81.909,19.776,60,67.5,75,93.5,118
"153",2010-03-18,"pm10","home",52.385,7.6,40,49,51,58,68
"154",2010-03-18,"pm10","work",73.727,8.58,62,65.5,76,80.5,84
"155",2010-03-19,"pm10","home",74.846,25.993,47,54,58,100,117
"156",2010-03-19,"pm10","work",71.273,18.188,53,58,66,79.5,105
"157",2010-03-20,"pm10","home",145.077,149.009,53,85,89,108,550
"158",2010-03-20,"pm10","work",134.909,93.178,54,83,113,120,370
"159",2010-03-21,"pm10","home",54.615,9.912,40,47,56,59,69
"160",2010-03-21,"pm10","work",55.909,7.286,47,50.5,54,61,70
"161",2010-03-22,"pm10","home",51.308,8.845,42,46,50,52,75
"162",2010-03-22,"pm10","work",77,22.316,41,57,90,96,98
"163",2010-03-23,"pm10","home",67.769,37.526,29,41,50,110,120
"164",2010-03-23,"pm10","work",97,16.492,67,89,100,108,116
"165",2010-03-24,"pm10","home",99.538,22.512,73,78,98,118,137
"166",2010-03-24,"pm10","work",110.545,3.857,105,108,111,112,118
"167",2010-03-25,"pm10","home",75.846,21.118,48,54,82,92,105
"168",2010-03-25,"pm10","work",72.545,23.817,42,52.5,70,95.5,110
"169",2010-03-26,"pm10","home",58.769,26.306,31,36,51,88,94
"170",2010-03-26,"pm10","work",70.818,13.415,57,58.5,66,82,91
"171",2010-03-27,"pm10","home",95.615,29.795,64,71,80,128,136
"172",2010-03-27,"pm10","work",124.636,13.071,95,119.5,127,133,141
"173",2010-03-28,"pm10","home",79.923,22.489,58,66,69,92,125
"174",2010-03-28,"pm10","work",56.273,6.544,49,50.5,56,60,69
"175",2010-03-29,"pm10","home",73.692,26.056,41,50,70,98,110
"176",2010-03-29,"pm10","work",86.636,8.524,77,81,84,90.5,101
"177",2010-03-30,"pm10","home",89.846,12.442,71,77,94,96,110
"178",2010-03-30,"pm10","work",90.455,8.202,81,84,89,95,104
"179",2010-03-31,"pm10","home",66.077,17.443,38,50,70,81,94
"180",2010-03-31,"pm10","work",47.273,15.988,32,36,41,53.5,81
"181",2010-04-01,"pm10","home",75.538,40.486,35,40,70,111,146
"182",2010-04-01,"pm10","work",89.091,34.758,50,69.5,74,108,149
"183",2010-04-02,"pm10","home",90.308,45.386,44,52,69,131,165
"184",2010-04-02,"pm10","work",112.273,24.727,81,94,108,130.5,155
"185",2010-04-03,"pm10","home",68.769,9.338,59,63,64,73,90
"186",2010-04-03,"pm10","work",84.636,13.779,69,73,86,92,109
"187",2010-04-04,"pm10","home",62,7.714,50,57,61,67,75
"188",2010-04-04,"pm10","work",69.818,7.884,58,62.5,71,75.5,81
"189",2010-04-05,"pm10","home",61.462,12.434,47,52,60,63,90
"190",2010-04-05,"pm10","work",74.636,18.822,52,59,72,89,105
"191",2010-04-06,"pm10","home",56.308,7.631,45,49,58,60,74
"192",2010-04-06,"pm10","work",71.091,9.364,56,65.5,68,79.5,85
"193",2010-04-07,"pm10","home",64.846,20.256,43,46,60,80,102
"194",2010-04-07,"pm10","work",55.8,11.053,47,48.25,51,58.5,80
"195",2010-04-08,"pm10","home",75,14.359,58,66,69,85,102
"196",2010-04-08,"pm10","work",91.455,8.937,78,86,93,97.5,106
"197",2010-04-09,"pm10","home",75.846,26.702,50,55,59,88,129
"198",2010-04-09,"pm10","work",74.455,16.152,58,60.5,68,81.5,102
"199",2010-04-10,"pm10","home",72.308,15.986,48,58,72,84,101
"200",2010-04-10,"pm10","work",89,23.212,64,72,81,102.5,130
"201",2010-04-11,"pm10","home",41.462,9.483,29,34,40,47,59
"202",2010-04-11,"pm10","work",47.545,3.984,42,45,47,50.5,53
"203",2010-04-12,"pm10","home",43.692,19.111,23,25,38,60,75
"204",2010-04-12,"pm10","work",50,5.215,44,46,50,53.5,59
"205",2010-04-13,"pm10","home",36.692,19.733,14,17,39,50,72
"206",2010-04-13,"pm10","work",65.111,19.042,40,49,63,86,88
"207",2010-04-14,"pm10","home",44.462,11.177,26,34,49,53,58
"208",2010-04-14,"pm10","work",41.9,13.051,32,35,35.5,44.25,72
"209",2010-04-15,"pm10","home",31.875,3.482,28,29.75,31,33.25,39
"210",2010-04-15,"pm10","work",37.182,5.964,27,34,38,40,47
"211",2010-04-16,"pm10","home",42.8,2.775,39,41,44,44,46
"212",2010-04-16,"pm10","work",61.286,9.928,44,57.5,61,67.5,74
"213",2010-04-17,"pm10","home",56.615,6.265,48,50,58,63,64
"214",2010-04-17,"pm10","work",61.182,6.03,53,57,60,64,75
"215",2010-04-18,"pm10","home",65,7.257,54,58,66,67,78
"216",2010-04-18,"pm10","work",73.091,11.362,55,67,72,77.5,93
"217",2010-04-19,"pm10","home",65.154,11.342,53,54,65,77,81
"218",2010-04-19,"pm10","work",62.545,7.647,52,56,62,68,74
"219",2010-04-20,"pm10","home",55.615,11.042,41,45,60,64,71
"220",2010-04-20,"pm10","work",71.333,9.434,58,64,69,79,86
"221",2010-04-21,"pm10","home",37.154,10.057,24,26,41,46,49
"222",2010-04-21,"pm10","work",48.222,4.816,38,46,50,50,55
"223",2010-04-22,"pm10","home",21.385,6.995,11,14,24,25,34
"224",2010-04-22,"pm10","work",19.857,3.237,16,18,20,20.5,26
"225",2010-04-23,"pm10","home",24.154,10.172,13,17,19,35,42
"226",2010-04-23,"pm10","work",33.636,8.629,15,29.5,36,37,45
"227",2010-04-24,"pm10","home",40.75,3.196,38,39.5,40,40.5,48
"228",2010-04-24,"pm10","work",51.222,10.121,37,42,51,61,62
"229",2010-04-25,"pm10","home",52.8,1.643,50,53,53,54,54
"230",2010-04-25,"pm10","work",53.5,0.707,53,53.25,53.5,53.75,54
"231",2010-04-26,"pm10","home",38,17.01,15,18,47,51,59
"232",2010-04-26,"pm10","work",42.545,12.644,25,32,43,52.5,60
"233",2010-04-27,"pm10","home",39.385,17.27,9,30,45,53,63
"234",2010-04-27,"pm10","work",40.222,6.399,29,35,41,44,48
"235",2010-04-28,"pm10","home",34.923,17.129,12,20,36,39,72
"236",2010-04-28,"pm10","work",49.545,23.032,25,29.5,37,74.5,80
"237",2010-04-29,"pm10","home",56.462,19.835,23,38,62,74,83
"238",2010-04-29,"pm10","work",74.273,8.603,65,69,70,79,91
"239",2010-04-30,"pm10","home",69.923,23.56,42,44,77,86,104
"240",2010-04-30,"pm10","work",49.273,15.074,39,40.5,43,49,90
"241",2010-05-01,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"242",2010-05-01,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"243",2010-05-02,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"244",2010-05-02,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"245",2010-05-03,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"246",2010-05-03,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"247",2010-05-04,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"248",2010-05-04,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"249",2010-05-05,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"250",2010-05-05,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"251",2010-05-06,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"252",2010-05-06,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"253",2010-05-07,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"254",2010-05-07,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"255",2010-05-08,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"256",2010-05-08,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"257",2010-05-09,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"258",2010-05-09,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"259",2010-05-10,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"260",2010-05-10,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"261",2010-05-11,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"262",2010-05-11,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"263",2010-05-12,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"264",2010-05-12,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"265",2010-05-13,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"266",2010-05-13,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"267",2010-05-14,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"268",2010-05-14,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"269",2010-05-15,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"270",2010-05-15,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"271",2010-05-16,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"272",2010-05-16,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"273",2010-05-17,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"274",2010-05-17,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"275",2010-05-18,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"276",2010-05-18,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"277",2010-05-19,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"278",2010-05-19,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"279",2010-05-20,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"280",2010-05-20,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"281",2010-05-21,"pm10","home",NA,NA,Inf,NA,NA,NA,-Inf
"282",2010-05-21,"pm10","work",NA,NA,Inf,NA,NA,NA,-Inf
"283",2010-05-22,"pm10","home",22,7,14,17,21,27,31
"284",2010-05-22,"pm10","work",31,NA,31,31,31,31,31
"285",2010-05-23,"pm10","home",8.154,2.035,4,7,9,9,11
"286",2010-05-23,"pm10","work",12.455,2.423,7,12,13,14,15
"287",2010-05-24,"pm10","home",24.769,28.44,2,4,7,47,72
"288",2010-05-24,"pm10","work",21,7.533,13,14,18,29,32
"289",2010-05-25,"pm10","home",69.308,17.476,44,56,65,83,101
"290",2010-05-25,"pm10","work",79.273,5.934,71,74.5,80,83,89
"291",2010-05-26,"pm10","home",38.615,22.674,18,25,26,38,82
"292",2010-05-26,"pm10","work",27.545,5.837,19,24.5,26,29,40
"293",2010-05-27,"pm10","home",35.154,15.443,12,18,40,48,54
"294",2010-05-27,"pm10","work",42.545,7.815,31,37.5,43,47,56
"295",2010-05-28,"pm10","home",47.846,13.328,31,35,52,60,64
"296",2010-05-28,"pm10","work",67.8,6.233,60,66,66.5,69.5,81
"297",2010-05-29,"pm10","home",45.923,14.151,28,32,44,57,68
"298",2010-05-29,"pm10","work",60.455,5.447,55,57.5,58,62.5,71
"299",2010-05-30,"pm10","home",42.923,11.651,25,30,46,51,58
"300",2010-05-30,"pm10","work",47.273,9.414,35,40,47,54,63
"301",2010-05-31,"pm10","home",46.462,5.348,40,42,47,50,55
"302",2010-05-31,"pm10","work",48.818,4.956,41,45.5,50,51.5,57
"303",2010-06-01,"pm10","home",50.462,18.123,27,32,47,69,73
"304",2010-06-01,"pm10","work",40.455,14.466,28,30,38,44,79
"305",2010-06-02,"pm10","home",61.769,8.786,50,54,63,69,76
"306",2010-06-02,"pm10","work",59.273,14.107,43,47.5,56,73,80
"307",2010-06-03,"pm10","home",60.923,9.674,49,54,60,64,85
"308",2010-06-03,"pm10","work",65.636,5.887,59,63.5,64,66,81
"309",2010-06-04,"pm10","home",52.538,10.548,39,44,49,59,77
"310",2010-06-04,"pm10","work",64.091,11.751,53,54.5,60,72,85
"311",2010-06-05,"pm10","home",55.692,9.801,43,48,54,63,73
"312",2010-06-05,"pm10","work",62.545,7.866,54,57,61,64.5,80
"313",2010-06-06,"pm10","home",48.385,8.827,35,44,45,52,65
"314",2010-06-06,"pm10","work",63.545,9.964,39,61,65,69.5,75
"315",2010-06-07,"pm10","home",56.846,16.832,36,43,52,75,83
"316",2010-06-07,"pm10","work",56.545,10.501,39,50,55,65.5,70
"317",2010-06-08,"pm10","home",54.846,20.428,29,34,48,76,83
"318",2010-06-08,"pm10","work",46.636,10.92,35,36.5,43,55.5,63
"319",2010-06-09,"pm10","home",74.846,18.302,48,57,71,88,105
"320",2010-06-09,"pm10","work",78.273,9.561,63,72.5,80,86,91
"321",2010-06-10,"pm10","home",84.846,13.082,65,75,86,91,107
"322",2010-06-10,"pm10","work",97.889,9.943,82,90,101,105,111
"323",2010-06-11,"pm10","home",80.538,7.827,65,76,79,86,93
"324",2010-06-11,"pm10","work",63,7.321,51,58.5,60,69.5,73
"325",2010-06-12,"pm10","home",45.615,8.382,37,40,44,48,63
"326",2010-06-12,"pm10","work",40.091,7.3,30,34.5,41,44.5,52
"327",2010-06-13,"pm10","home",39,15.422,21,25,32,54,62
"328",2010-06-13,"pm10","work",40.182,5.173,35,36.5,38,43,50
"329",2010-06-14,"pm10","home",53.692,4.07,46,53,54,54,61
"330",2010-06-14,"pm10","work",54.455,5.298,48,50.5,54,58,63
"331",2010-06-15,"pm10","home",44.769,8.946,36,38,43,47,65
"332",2010-06-15,"pm10","work",56.455,10.221,40,48,58,64,75
"333",2010-06-16,"pm10","home",61.692,29.957,25,34,60,92,100
"334",2010-06-16,"pm10","work",75.182,7.054,65,70.5,74,80.5,89
"335",2010-06-17,"pm10","home",158,59.802,87,115,124,215,247
"336",2010-06-17,"pm10","work",191.636,35.823,144,154.5,211,216.5,239
"337",2010-06-18,"pm10","home",166.615,38.593,114,125,180,199,210
"338",2010-06-18,"pm10","work",155.818,31.279,112,128.5,157,182,192
"339",2010-06-19,"pm10","home",95.769,23.095,71,77,91,113,133
"340",2010-06-19,"pm10","work",97.182,38.33,50,71.5,80,125,161
"341",2010-06-20,"pm10","home",59,7.767,49,53,57,66,73
"342",2010-06-20,"pm10","work",63,8.877,52,54.5,64,69,80
"343",2010-06-21,"pm10","home",64.154,19.71,42,50,62,69,110
"344",2010-06-21,"pm10","work",84.727,11.654,73,75.5,78,96.5,102
"345",2010-06-22,"pm10","home",61.231,9.427,47,53,61,70,73
"346",2010-06-22,"pm10","work",66.273,8.332,56,58.5,66,72,80
"347",2010-06-23,"pm10","home",61.615,9.631,51,53,60,65,84
"348",2010-06-23,"pm10","work",67.364,7.366,58,63.5,67,70,85
"349",2010-06-24,"pm10","home",66.308,20.609,43,46,59,83,95
"350",2010-06-24,"pm10","work",85.455,8.779,73,80,85,90,100
"351",2010-06-25,"pm10","home",83.538,12.784,70,75,80,94,112
"352",2010-06-25,"pm10","work",97.364,8.382,89,91,94,103,111
"353",2010-06-26,"pm10","home",53.615,19.624,21,35,58,62,88
"354",2010-06-26,"pm10","work",54.455,14.243,39,40.5,51,68.5,75
"355",2010-06-27,"pm10","home",32.846,25.304,9,13,18,62,67
"356",2010-06-27,"pm10","work",35.818,12.303,20,23.5,39,43.5,55
"357",2010-06-28,"pm10","home",66.462,13.974,47,53,64,80,83
"358",2010-06-28,"pm10","work",78.444,8.531,70,73,75,84,95
"359",2010-06-29,"pm10","home",82.308,14.056,68,74,78,85,114
"360",2010-06-29,"pm10","work",82.818,14.965,64,73,82,88,112
"361",2010-06-30,"pm10","home",67.231,16.151,46,54,65,84,92
"362",2010-06-30,"pm10","work",71.091,5.873,61,68,73,76.5,78
"363",2010-07-01,"pm10","home",77.615,9.188,61,72,79,83,93
"364",2010-07-01,"pm10","work",88.091,4.657,81,84.5,89,92,94
"365",2010-07-02,"pm10","home",66.308,27.25,29,38,75,80,115
"366",2010-07-02,"pm10","work",75.111,18.435,57,62,69,81,111
"367",2010-07-03,"pm10","home",58,30.014,26,31,47,91,96
"368",2010-07-03,"pm10","work",66.182,15.961,52,55,63,70.5,106
"369",2010-07-04,"pm10","home",37.923,18.104,11,20,43,50,72
"370",2010-07-04,"pm10","work",32.455,6.593,23,28.5,31,36,45
"371",2010-07-05,"pm10","home",76.538,29.731,41,53,63,110,118
"372",2010-07-05,"pm10","work",73.273,5.569,67,69,74,76.5,84
"373",2010-07-06,"pm10","home",93.923,10.476,76,86,95,99,112
"374",2010-07-06,"pm10","work",87.455,21.501,62,67,86,109,115
"375",2010-07-07,"pm10","home",77.846,17.686,56,59,84,88,105
"376",2010-07-07,"pm10","work",82,22.32,59,66.5,73,94,124
"377",2010-07-08,"pm10","home",53.077,8.108,42,46,52,60,68
"378",2010-07-08,"pm10","work",65.909,6.284,60,61.5,64,69.5,80
"379",2010-07-09,"pm10","home",47.462,8.161,36,42,46,50,66
"380",2010-07-09,"pm10","work",56.909,9.803,44,50,56,61.5,79
"381",2010-07-10,"pm10","home",58.077,17.703,39,40,55,71,83
"382",2010-07-10,"pm10","work",68.182,8.612,59,60.5,67,74,82
