no,dates,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13
3693,2015-01-21,ts_kal,home,59,52,49,41,46,44,47,45,76,95,91,78,67
3694,2015-01-21,ts_kal,work,50,46,52,61,69,77,73,65,68,69,68,-999,-999
3695,2015-01-22,ts_kal,home,60,66,56,55,54,48,51,50,35,54,52,54,48
3696,2015-01-22,ts_kal,work,51,61,76,81,72,59,47,48,44,33,61,-999,-999
3697,2015-01-23,ts_kal,home,56,50,44,28,35,31,32,35,45,49,56,42,39
3698,2015-01-23,ts_kal,work,39,57,73,87,76,66,69,66,50,49,42,-999,-999
3699,2015-01-24,ts_kal,home,35,42,41,40,40,34,37,37,95,90,103,94,90
3700,2015-01-24,ts_kal,work,40,40,33,42,40,45,50,47,70,86,85,-999,-999
3701,2015-01-25,ts_kal,home,86,93,76,76,75,74,76,92,56,73,67,54,49
3702,2015-01-25,ts_kal,work,82,83,88,77,69,73,56,59,51,41,40,-999,-999
3703,2015-01-26,ts_kal,home,37,38,36,26,22,20,26,39,82,87,84,72,72
3704,2015-01-26,ts_kal,work,38,38,52,57,51,37,22,24,22,40,67,-999,-999
3705,2015-01-27,ts_kal,home,73,78,76,74,75,73,65,53,36,54,48,41,41
3706,2015-01-27,ts_kal,work,39,42,43,43,37,31,31,28,40,39,45,-999,-999
3707,2015-01-28,ts_kal,home,44,36,28,30,27,32,35,43,56,61,45,49,51
3708,2015-01-28,ts_kal,work,41,37,42,43,38,55,47,53,59,70,59,-999,-999
3709,2015-01-29,ts_kal,home,52,52,52,48,47,49,47,46,58,46,64,52,48
3710,2015-01-29,ts_kal,work,49,52,53,51,54,45,55,70,89,65,60,-999,-999
3711,2015-01-30,ts_kal,home,41,34,27,30,31,32,30,39,29,24,49,41,43
3712,2015-01-30,ts_kal,work,54,64,65,63,57,30,33,34,38,42,41,-999,-999
3713,2015-01-31,ts_kal,home,41,39,32,30,29,31,28,33,57,64,63,46,33
3714,2015-01-31,ts_kal,work,36,34,37,41,52,39,48,48,52,51,59,-999,-999
3715,2015-02-01,ts_kal,home,31,27,28,34,32,35,31,34,24,34,32,35,35
3716,2015-02-01,ts_kal,work,33,34,27,21,17,18,21,17,16,33,31,-999,-999
3717,2015-02-02,ts_kal,home,33,27,30,33,34,34,33,40,74,74,61,49,55
3718,2015-02-02,ts_kal,work,43,50,51,46,45,34,43,38,33,36,45,-999,-999
3719,2015-02-03,ts_kal,home,52,50,52,46,47,48,48,56,80,84,88,89,89
3720,2015-02-03,ts_kal,work,63,59,60,58,79,73,71,69,68,57,65,-999,-999
3721,2015-02-04,ts_kal,home,89,79,77,76,70,61,44,76,136,166,154,142,126
3722,2015-02-04,ts_kal,work,82,78,62,74,87,79,90,65,68,73,99,-999,-999
3723,2015-02-05,ts_kal,home,94,88,93,101,120,117,112,116,81,109,91,69,75
3724,2015-02-05,ts_kal,work,113,111,115,112,48,119,98,99,90,95,81,-999,-999
3725,2015-02-06,ts_kal,home,64,56,64,57,56,62,59,76,40,58,59,65,56
3726,2015-02-06,ts_kal,work,78,70,65,62,56,52,35,29,38,38,48,-999,-999
3727,2015-02-07,ts_kal,home,56,54,44,39,43,48,45,41,56,66,80,82,57
3728,2015-02-07,ts_kal,work,45,45,43,35,33,42,50,52,49,59,60,-999,-999
3729,2015-02-08,ts_kal,home,58,63,82,94,114,115,128,138,52,53,43,44,38
3730,2015-02-08,ts_kal,work,138,132,132,127,128,107,108,98,74,69,57,-999,-999
3731,2015-02-09,ts_kal,home,36,29,32,35,31,33,31,30,39,55,73,75,76
3732,2015-02-09,ts_kal,work,37,35,41,30,40,18,33,44,26,25,27,-999,-999
3733,2015-02-10,ts_kal,home,71,63,60,65,63,75,76,80,131,64,155,140,139
3734,2015-02-10,ts_kal,work,105,107,110,117,126,115,123,125,143,139,126,-999,-999
3735,2015-02-11,ts_kal,home,138,136,108,131,116,46,98,102,77,71,65,56,49
3736,2015-02-11,ts_kal,work,103,114,131,146,131,75,58,54,59,73,77,-999,-999
3737,2015-02-12,ts_kal,home,42,33,34,34,30,34,33,32,39,29,33,30,35
3738,2015-02-12,ts_kal,work,37,36,33,29,30,24,27,24,33,35,47,-999,-999
3739,2015-02-13,ts_kal,home,32,31,31,24,25,30,31,29,47,51,54,44,54
3740,2015-02-13,ts_kal,work,33,38,29,29,30,18,23,23,29,36,42,-999,-999
3741,2015-02-14,ts_kal,home,51,42,33,36,37,32,33,33,98,95,98,88,86
3742,2015-02-14,ts_kal,work,36,40,44,44,58,60,65,75,86,87,78,-999,-999
3743,2015-02-15,ts_kal,home,79,77,72,83,79,84,77,96,95,95,96,91,94
3744,2015-02-15,ts_kal,work,97,90,89,89,77,65,72,78,73,76,87,-999,-999
3745,2015-02-16,ts_kal,home,89,91,86,73,67,66,67,81,13,27,24,19,32
3746,2015-02-16,ts_kal,work,69,62,51,32,32,31,29,22,19,17,18,-999,-999
3747,2015-02-17,ts_kal,home,48,48,45,60,51,54,78,102,72,63,78,75,76
3748,2015-02-17,ts_kal,work,97,98,93,98,96,84,73,78,78,82,77,-999,-999
3749,2015-02-18,ts_kal,home,73,63,71,66,67,65,66,47,81,84,91,81,80
3750,2015-02-18,ts_kal,work,46,55,66,78,87,81,80,64,58,66,68,-999,-999
3751,2015-02-19,ts_kal,home,96,78,64,45,43,54,63,72,62,64,64,70,72
3752,2015-02-19,ts_kal,work,79,83,86,78,69,53,46,57,51,70,66,-999,-999
3753,2015-02-20,ts_kal,home,62,61,64,62,64,65,62,60,63,60,75,63,66
3754,2015-02-20,ts_kal,work,61,60,64,56,53,41,32,41,42,42,50,-999,-999
3755,2015-02-21,ts_kal,home,52,54,49,48,43,34,37,26,12,19,24,21,19
3756,2015-02-21,ts_kal,work,30,27,25,18,21,18,13,12,7,9,19,-999,-999
3757,2015-02-22,ts_kal,home,17,10,10,9,18,12,11,7,586,731,791,842,822
3758,2015-02-22,ts_kal,work,13,33,66,103,159,171,167,200,269,370,482,-999,-999
3759,2015-02-23,ts_kal,home,810,810,828,787,815,797,772,727,286,296,258,239,215
3760,2015-02-23,ts_kal,work,684,634,589,572,504,424,379,312,308,319,307,-999,-999
3761,2015-02-24,ts_kal,home,185,167,143,135,126,113,120,104,91,91,104,99,91
3762,2015-02-24,ts_kal,work,94,79,78,77,83,99,69,72,79,76,76,-999,-999
3763,2015-02-25,ts_kal,home,77,85,80,87,82,84,76,91,65,63,59,67,62
3764,2015-02-25,ts_kal,work,91,93,82,75,59,51,52,54,58,63,68,-999,-999
3765,2015-02-26,ts_kal,home,38,40,57,79,60,35,37,32,33,30,37,32,29
3766,2015-02-26,ts_kal,work,29,41,53,54,48,46,50,46,31,33,34,-999,-999
3767,2015-02-27,ts_kal,home,34,37,42,38,38,32,32,33,34,46,47,52,41
3768,2015-02-27,ts_kal,work,28,37,42,40,50,37,53,42,40,41,41,-999,-999
3769,2015-02-28,ts_kal,home,45,45,44,42,42,42,45,43,57,52,70,59,78
3770,2015-02-28,ts_kal,work,40,38,37,45,40,43,37,43,49,50,48,-999,-999
3771,2015-03-01,ts_kal,home,78,66,54,40,60,64,49,40,190,112,103,102,83
3772,2015-03-01,ts_kal,work,24,27,32,38,83,124,166,231,255,299,306,-999,-999
3773,2015-03-02,ts_kal,home,97,117,125,121,124,127,117,110,109,120,103,88,78
3774,2015-03-02,ts_kal,work,114,116,98,89,89,69,73,82,85,94,109,-999,-999
3775,2015-03-03,ts_kal,home,76,75,68,70,72,79,97,72,73,53,64,35,31
3776,2015-03-03,ts_kal,work,65,59,53,61,64,59,59,25,25,14,25,-999,-999
3777,2015-03-04,ts_kal,home,40,41,62,63,51,38,33,38,48,48,56,49,50
3778,2015-03-04,ts_kal,work,41,47,49,39,46,31,31,34,33,44,51,-999,-999
3779,2015-03-05,ts_kal,home,46,48,45,46,44,40,44,41,39,43,43,42,45
3780,2015-03-05,ts_kal,work,39,39,46,50,40,37,38,43,44,44,44,-999,-999
3781,2015-03-06,ts_kal,home,57,47,55,51,50,52,52,55,72,91,80,85,79
3782,2015-03-06,ts_kal,work,58,54,53,48,53,48,51,62,43,27,54,-999,-999
3783,2015-03-07,ts_kal,home,81,70,61,72,67,62,58,55,58,81,91,79,65
3784,2015-03-07,ts_kal,work,48,49,48,48,50,46,48,52,56,59,61,-999,-999
3785,2015-03-08,ts_kal,home,73,66,47,52,59,58,59,69,135,138,151,148,152
3786,2015-03-08,ts_kal,work,72,77,84,79,86,85,101,102,113,130,141,-999,-999
3787,2015-03-09,ts_kal,home,143,154,168,140,126,109,114,118,64,62,58,48,49
3788,2015-03-09,ts_kal,work,97,64,66,48,46,36,38,51,55,54,65,-999,-999
3789,2015-03-10,ts_kal,home,41,36,40,47,43,44,35,34,36,34,38,32,30
3790,2015-03-10,ts_kal,work,23,37,35,37,33,24,31,31,43,36,32,-999,-999
3791,2015-03-11,ts_kal,home,32,35,34,29,19,22,24,30,43,53,45,42,38
3792,2015-03-11,ts_kal,work,36,31,37,26,48,95,109,72,61,67,56,-999,-999
3793,2015-03-12,ts_kal,home,31,26,28,28,32,28,32,41,40,53,39,32,33
3794,2015-03-12,ts_kal,work,37,42,47,31,31,26,28,29,27,35,39,-999,-999
3795,2015-03-13,ts_kal,home,47,56,59,66,82,89,58,51,55,68,84,63,50
3796,2015-03-13,ts_kal,work,56,48,41,18,25,11,20,37,48,43,50,-999,-999
3797,2015-03-14,ts_kal,home,45,48,39,45,40,43,44,41,49,61,62,62,61
3798,2015-03-14,ts_kal,work,44,44,27,11,10,15,22,40,56,56,47,-999,-999
3799,2015-03-15,ts_kal,home,61,63,51,58,52,49,47,52,45,77,72,58,55
3800,2015-03-15,ts_kal,work,47,41,42,31,32,35,45,39,34,32,40,-999,-999
3801,2015-03-16,ts_kal,home,58,55,52,51,49,44,50,52,188,191,185,171,161
3802,2015-03-16,ts_kal,work,51,90,88,59,61,81,114,129,147,154,169,-999,-999
3803,2015-03-17,ts_kal,home,162,157,176,164,153,144,147,168,96,120,156,168,169
3804,2015-03-17,ts_kal,work,176,168,162,129,103,91,98,89,77,95,96,-999,-999
3805,2015-03-18,ts_kal,home,162,163,178,171,147,132,110,89,45,55,53,44,32
3806,2015-03-18,ts_kal,work,70,69,68,71,74,76,74,77,64,53,45,-999,-999
3807,2015-03-19,ts_kal,home,42,40,45,44,47,45,46,49,51,55,54,51,51
3808,2015-03-19,ts_kal,work,51,45,35,51,48,46,44,47,48,49,50,-999,-999
3809,2015-03-20,ts_kal,home,49,48,48,45,46,47,47,49,114,135,155,149,165
3810,2015-03-20,ts_kal,work,52,52,54,53,56,48,46,47,130,89,90,-999,-999
3811,2015-03-21,ts_kal,home,175,172,161,146,135,144,128,124,283,236,204,215,205
3812,2015-03-21,ts_kal,work,132,143,159,139,161,184,205,253,252,264,292,-999,-999
3813,2015-03-22,ts_kal,home,208,189,171,161,153,162,177,177,94,84,70,55,48
3814,2015-03-22,ts_kal,work,176,183,176,188,162,153,183,249,249,174,117,-999,-999
3815,2015-03-23,ts_kal,home,43,45,44,45,45,53,47,50,74,71,62,52,48
3816,2015-03-23,ts_kal,work,49,50,57,65,55,86,87,67,57,50,61,-999,-999
3817,2015-03-24,ts_kal,home,40,42,36,39,33,41,41,45,50,59,48,41,36
3818,2015-03-24,ts_kal,work,44,51,45,44,47,45,48,49,60,49,47,-999,-999
3819,2015-03-25,ts_kal,home,32,36,32,30,36,30,34,33,56,62,55,53,51
3820,2015-03-25,ts_kal,work,37,48,46,45,55,50,58,49,43,50,45,-999,-999
3821,2015-03-26,ts_kal,home,49,51,49,41,37,32,27,40,57,64,52,49,44
3822,2015-03-26,ts_kal,work,44,56,41,52,72,69,58,53,59,49,61,-999,-999
3823,2015-03-27,ts_kal,home,42,41,42,35,33,36,42,43,64,75,66,72,57
3824,2015-03-27,ts_kal,work,45,45,56,77,106,88,46,48,65,61,57,-999,-999
3825,2015-03-28,ts_kal,home,63,52,56,51,50,52,49,49,52,53,57,55,52
3826,2015-03-28,ts_kal,work,62,60,61,68,81,50,41,30,30,34,42,-999,-999
3827,2015-03-29,ts_kal,home,38,41,50,40,42,46,42,45,90,105,116,123,114
3828,2015-03-29,ts_kal,work,52,56,75,74,79,105,116,130,128,127,99,-999,-999
3829,2015-03-30,ts_kal,home,106,107,111,99,105,113,112,102,223,197,164,157,169
3830,2015-03-30,ts_kal,work,113,137,140,169,209,245,267,245,220,210,212,-999,-999
3831,2015-03-31,ts_kal,home,175,171,168,159,151,122,86,53,120,127,109,101,67
3832,2015-03-31,ts_kal,work,73,115,120,107,104,81,94,99,94,98,130,-999,-999
3833,2015-04-01,ts_kal,home,51,53,46,43,51,37,32,27,15,21,24,29,30
3834,2015-04-01,ts_kal,work,22,4,2,5,4,2,9,52,12,18,12,-999,-999
3835,2015-04-02,ts_kal,home,21,21,18,18,20,13,18,18,32,27,22,14,9
3836,2015-04-02,ts_kal,work,22,20,21,30,24,30,30,39,37,41,34,-999,-999
3837,2015-04-03,ts_kal,home,9,9,48,10,13,25,42,32,64,88,75,69,63
3838,2015-04-03,ts_kal,work,30,30,36,45,33,39,50,42,39,45,43,-999,-999
3839,2015-04-04,ts_kal,home,66,34,55,2,3,3,5,3,30,32,30,30,26
3840,2015-04-04,ts_kal,work,6,8,11,14,14,21,22,26,26,24,26,-999,-999
3841,2015-04-05,ts_kal,home,18,19,10,15,11,9,17,11,28,29,38,33,27
3842,2015-04-05,ts_kal,work,13,14,15,23,18,19,19,22,18,18,19,-999,-999
3843,2015-04-06,ts_kal,home,27,35,30,28,33,33,29,36,72,63,56,49,45
3844,2015-04-06,ts_kal,work,39,47,51,73,108,103,99,125,112,93,79,-999,-999
3845,2015-04-07,ts_kal,home,47,43,46,58,49,51,51,54,54,51,38,22,21
3846,2015-04-07,ts_kal,work,38,34,53,52,50,49,54,52,56,60,60,-999,-999
3847,2015-04-08,ts_kal,home,19,16,13,14,13,9,11,17,51,44,57,35,40
3848,2015-04-08,ts_kal,work,17,24,25,33,29,40,41,50,46,45,51,-999,-999
3849,2015-04-09,ts_kal,home,37,41,39,45,46,51,48,49,56,67,70,61,56
3850,2015-04-09,ts_kal,work,53,53,48,55,46,48,55,83,85,72,63,-999,-999
3851,2015-04-10,ts_kal,home,56,57,57,51,49,40,45,52,66,62,74,70,71
3852,2015-04-10,ts_kal,work,57,63,70,82,97,66,63,65,62,73,68,-999,-999
3853,2015-04-11,ts_kal,home,67,66,67,65,64,59,61,70,55,73,79,85,87
3854,2015-04-11,ts_kal,work,77,100,101,113,96,80,68,54,42,61,54,-999,-999
3855,2015-04-12,ts_kal,home,72,66,75,71,65,59,62,66,42,47,42,39,36
3856,2015-04-12,ts_kal,work,68,66,61,57,54,47,41,43,39,36,37,-999,-999
3857,2015-04-13,ts_kal,home,30,23,23,22,18,22,18,18,23,23,33,39,41
3858,2015-04-13,ts_kal,work,22,31,42,37,31,55,67,40,65,37,18,-999,-999
3859,2015-04-14,ts_kal,home,38,39,35,32,28,28,30,26,9,27,23,23,17
3860,2015-04-14,ts_kal,work,28,21,26,14,15,13,13,15,16,17,13,-999,-999
3861,2015-04-15,ts_kal,home,16,21,25,20,20,26,25,24,85,107,123,129,101
3862,2015-04-15,ts_kal,work,14,23,33,42,42,45,50,52,59,62,66,-999,-999
3863,2015-04-16,ts_kal,home,86,78,68,65,57,48,51,60,123,112,110,107,92
3864,2015-04-16,ts_kal,work,62,64,72,81,94,96,76,36,26,72,103,-999,-999
3865,2015-04-17,ts_kal,home,90,80,68,60,55,55,53,57,95,107,104,98,101
3866,2015-04-17,ts_kal,work,56,60,61,69,73,70,79,72,74,70,80,-999,-999
3867,2015-04-18,ts_kal,home,103,79,67,58,45,45,54,64,61,61,59,66,54
3868,2015-04-18,ts_kal,work,82,69,59,70,64,51,54,48,55,50,48,-999,-999
3869,2015-04-19,ts_kal,home,47,51,50,36,41,44,30,25,19,18,20,17,17
3870,2015-04-19,ts_kal,work,30,32,43,36,24,26,25,22,19,24,25,-999,-999
3871,2015-04-20,ts_kal,home,17,11,9,7,6,4,3,7,27,33,32,40,35
3872,2015-04-20,ts_kal,work,5,10,9,12,9,10,9,9,11,16,21,-999,-999
3873,2015-04-21,ts_kal,home,27,37,29,30,34,29,30,23,81,80,61,65,74
3874,2015-04-21,ts_kal,work,32,39,39,54,53,76,61,45,44,39,52,-999,-999
3875,2015-04-22,ts_kal,home,71,65,60,66,77,73,66,55,88,102,100,96,87
3876,2015-04-22,ts_kal,work,58,64,80,79,87,84,85,72,80,82,83,-999,-999
3877,2015-04-23,ts_kal,home,84,90,79,70,67,63,68,93,48,50,50,48,45
3878,2015-04-23,ts_kal,work,92,79,75,73,55,47,49,49,48,56,56,-999,-999
3879,2015-04-24,ts_kal,home,50,54,57,71,72,90,98,103,84,75,79,76,77
3880,2015-04-24,ts_kal,work,100,118,123,98,78,72,61,51,62,73,74,-999,-999
3881,2015-04-25,ts_kal,home,77,80,71,63,50,48,53,41,52,58,47,43,28
3882,2015-04-25,ts_kal,work,42,37,46,79,94,81,79,61,58,58,51,-999,-999
3883,2015-04-26,ts_kal,home,27,34,29,29,30,24,26,25,101,95,100,89,87
3884,2015-04-26,ts_kal,work,27,36,49,52,70,72,69,79,106,102,91,-999,-999
3885,2015-04-27,ts_kal,home,95,91,89,91,89,83,105,85,46,54,59,56,50
3886,2015-04-27,ts_kal,work,54,56,61,77,59,56,55,54,58,43,38,-999,-999
3887,2015-04-28,ts_kal,home,47,46,42,49,30,38,45,44,74,90,98,90,79
3888,2015-04-28,ts_kal,work,46,59,57,51,53,39,48,53,53,73,72,-999,-999
3889,2015-04-29,ts_kal,home,67,58,52,53,49,52,54,63,34,42,40,33,32
3890,2015-04-29,ts_kal,work,61,58,53,41,46,45,39,34,40,30,28,-999,-999
3891,2015-04-30,ts_kal,home,27,28,24,24,26,23,28,24,58,85,81,63,56
3892,2015-04-30,ts_kal,work,26,26,26,26,29,20,20,23,33,50,52,-999,-999
3893,2015-05-01,ts_kal,home,62,64,59,58,54,48,38,42,33,28,48,47,62
3894,2015-05-01,ts_kal,work,59,43,39,66,64,52,44,38,33,28,33,-999,-999
3895,2015-05-02,ts_kal,home,55,45,44,45,35,52,31,37,38,36,43,52,48
3896,2015-05-02,ts_kal,work,40,31,27,28,38,35,26,25,30,34,36,-999,-999
3897,2015-05-03,ts_kal,home,48,40,33,34,35,30,35,21,15,30,37,35,41
3898,2015-05-03,ts_kal,work,24,24,29,25,28,21,19,16,13,8,16,-999,-999
3899,2015-05-04,ts_kal,home,43,42,31,34,32,34,34,34,50,50,50,40,39
3900,2015-05-04,ts_kal,work,39,49,61,72,75,89,115,48,39,49,51,-999,-999
3901,2015-05-05,ts_kal,home,34,35,39,41,47,40,35,29,66,62,55,53,48
3902,2015-05-05,ts_kal,work,34,38,44,39,35,32,29,34,41,47,53,-999,-999
3903,2015-05-06,ts_kal,home,42,39,39,43,43,43,45,46,55,58,57,53,50
3904,2015-05-06,ts_kal,work,48,44,48,48,52,51,53,50,49,50,52,-999,-999
3905,2015-05-07,ts_kal,home,46,44,43,44,42,41,42,45,33,40,46,55,53
3906,2015-05-07,ts_kal,work,46,47,41,45,55,74,67,61,48,31,26,-999,-999
3907,2015-05-08,ts_kal,home,47,41,44,48,46,46,57,64,68,74,69,55,62
3908,2015-05-08,ts_kal,work,64,65,62,58,56,53,58,77,83,79,82,-999,-999
3909,2015-05-09,ts_kal,home,48,48,43,42,32,33,27,31,66,58,57,51,50
3910,2015-05-09,ts_kal,work,32,34,38,42,46,53,57,51,47,48,60,-999,-999
3911,2015-05-10,ts_kal,home,42,48,46,46,46,45,48,49,50,54,48,49,43
3912,2015-05-10,ts_kal,work,52,51,55,46,42,33,35,41,53,66,51,-999,-999
3913,2015-05-11,ts_kal,home,41,38,39,39,44,43,39,40,39,30,12,4,8
3914,2015-05-11,ts_kal,work,48,50,54,58,57,60,58,54,53,51,51,-999,-999
3915,2015-05-12,ts_kal,home,7,11,16,21,21,18,18,35,60,55,39,40,54
3916,2015-05-12,ts_kal,work,27,26,22,33,43,42,66,42,71,74,73,-999,-999
3917,2015-05-13,ts_kal,home,54,43,39,43,44,45,49,61,86,81,63,56,55
3918,2015-05-13,ts_kal,work,68,69,74,82,89,95,102,94,87,83,87,-999,-999
3919,2015-05-14,ts_kal,home,54,51,43,38,40,38,40,40,76,87,92,98,101
3920,2015-05-14,ts_kal,work,42,43,54,62,68,70,70,68,72,79,77,-999,-999
3921,2015-05-15,ts_kal,home,110,113,124,118,108,124,156,156,92,90,86,83,78
3922,2015-05-15,ts_kal,work,158,122,103,96,102,107,104,94,97,93,87,-999,-999
3923,2015-05-16,ts_kal,home,64,65,55,46,43,41,40,45,74,68,83,86,84
3924,2015-05-16,ts_kal,work,41,46,45,43,45,46,51,60,63,64,69,-999,-999
3925,2015-05-17,ts_kal,home,87,77,79,74,79,74,70,68,45,56,54,67,57
3926,2015-05-17,ts_kal,work,66,61,58,60,54,54,38,42,47,36,39,-999,-999
3927,2015-05-18,ts_kal,home,51,44,41,47,55,53,52,55,58,60,57,53,53
3928,2015-05-18,ts_kal,work,53,51,53,56,57,61,65,61,58,56,55,-999,-999
3929,2015-05-19,ts_kal,home,53,51,50,50,49,48,47,47,58,67,66,65,59
3930,2015-05-19,ts_kal,work,48,49,50,50,51,50,52,49,47,66,55,-999,-999
3931,2015-05-20,ts_kal,home,60,62,59,58,56,60,66,65,50,59,50,42,42
3932,2015-05-20,ts_kal,work,55,44,35,34,32,30,31,32,36,32,36,-999,-999
3933,2015-05-21,ts_kal,home,42,40,33,36,30,33,33,46,65,68,56,55,57
3934,2015-05-21,ts_kal,work,44,48,45,42,45,49,49,43,56,55,62,-999,-999
3935,2015-05-22,ts_kal,home,55,56,58,60,62,52,50,52,54,51,66,49,53
3936,2015-05-22,ts_kal,work,49,51,58,51,53,50,46,48,50,60,61,-999,-999
3937,2015-05-23,ts_kal,home,52,49,48,47,46,43,46,54,28,34,31,29,27
3938,2015-05-23,ts_kal,work,59,59,58,56,45,37,34,41,39,32,29,-999,-999
3939,2015-05-24,ts_kal,home,29,31,32,32,32,33,34,37,26,23,22,26,28
3940,2015-05-24,ts_kal,work,39,40,34,34,32,35,34,33,30,31,26,-999,-999
3941,2015-05-25,ts_kal,home,29,31,35,39,37,33,31,35,35,35,37,39,40
3942,2015-05-25,ts_kal,work,31,35,38,42,52,65,75,63,51,44,40,-999,-999
3943,2015-05-26,ts_kal,home,38,39,37,33,34,32,32,33,34,42,42,41,39
3944,2015-05-26,ts_kal,work,34,38,43,47,45,50,56,44,38,40,35,-999,-999
3945,2015-05-27,ts_kal,home,36,36,43,38,38,38,35,38,39,37,40,39,43
3946,2015-05-27,ts_kal,work,45,53,54,48,46,34,34,47,35,36,32,-999,-999
3947,2015-05-28,ts_kal,home,40,41,40,44,36,36,40,48,67,42,41,33,34
3948,2015-05-28,ts_kal,work,44,47,46,47,44,59,79,58,59,63,55,-999,-999
3949,2015-05-29,ts_kal,home,36,39,40,45,48,47,50,62,68,57,46,43,45
3950,2015-05-29,ts_kal,work,61,64,74,66,58,67,54,55,60,60,61,-999,-999
3951,2015-05-30,ts_kal,home,47,46,44,46,48,45,44,46,44,40,42,45,56
3952,2015-05-30,ts_kal,work,43,47,42,45,52,53,46,49,42,45,48,-999,-999
3953,2015-05-31,ts_kal,home,59,65,52,51,52,53,49,47,46,52,59,69,63
3954,2015-05-31,ts_kal,work,47,52,46,43,43,39,38,53,61,51,50,-999,-999
3955,2015-06-01,ts_kal,home,68,73,57,44,46,46,46,41,38,42,37,39,39
3956,2015-06-01,ts_kal,work,40,45,38,36,37,41,33,42,37,36,35,-999,-999
3957,2015-06-02,ts_kal,home,41,36,41,44,46,43,42,42,50,43,42,39,40
3958,2015-06-02,ts_kal,work,44,44,41,41,42,44,51,53,43,39,45,-999,-999
3959,2015-06-03,ts_kal,home,42,44,40,36,38,40,44,43,54,52,48,44,45
3960,2015-06-03,ts_kal,work,42,35,39,43,54,51,49,50,48,47,47,-999,-999
3961,2015-06-04,ts_kal,home,42,37,39,38,37,39,37,43,54,60,60,54,46
3962,2015-06-04,ts_kal,work,41,42,45,43,53,45,40,33,37,42,49,-999,-999
3963,2015-06-05,ts_kal,home,46,46,49,48,53,44,39,38,35,40,39,33,35
3964,2015-06-05,ts_kal,work,36,33,30,23,32,36,32,32,31,34,34,-999,-999
3965,2015-06-06,ts_kal,home,34,29,27,25,24,25,25,24,48,49,49,38,33
3966,2015-06-06,ts_kal,work,28,24,26,27,33,41,47,50,49,52,51,-999,-999
3967,2015-06-07,ts_kal,home,31,37,34,33,29,31,29,32,30,25,27,26,27
3968,2015-06-07,ts_kal,work,36,39,34,36,42,43,47,49,50,46,29,-999,-999
3969,2015-06-08,ts_kal,home,31,28,24,23,22,24,28,31,55,56,47,51,44
3970,2015-06-08,ts_kal,work,35,37,39,45,48,48,44,56,52,56,49,-999,-999
3971,2015-06-09,ts_kal,home,48,40,39,42,42,43,40,44,56,52,52,46,46
3972,2015-06-09,ts_kal,work,50,48,47,52,61,61,59,57,55,51,50,-999,-999
3973,2015-06-10,ts_kal,home,45,45,42,47,46,48,55,54,59,58,49,47,47
3974,2015-06-10,ts_kal,work,54,49,54,55,51,51,54,50,65,74,70,-999,-999
3975,2015-06-11,ts_kal,home,60,45,51,49,54,55,57,55,36,39,46,46,38
3976,2015-06-11,ts_kal,work,54,42,42,37,40,46,35,30,44,23,31,-999,-999
3977,2015-06-12,ts_kal,home,38,36,27,28,30,29,26,41,63,63,60,55,57
3978,2015-06-12,ts_kal,work,45,49,53,52,50,57,63,65,84,85,61,-999,-999
3979,2015-06-13,ts_kal,home,72,73,62,61,72,64,67,71,80,75,64,55,58
3980,2015-06-13,ts_kal,work,73,79,91,96,107,105,108,107,101,91,91,-999,-999
3981,2015-06-14,ts_kal,home,61,52,51,58,62,55,16,18,45,44,42,42,40
3982,2015-06-14,ts_kal,work,8,16,15,16,19,31,24,21,34,34,42,-999,-999
3983,2015-06-15,ts_kal,home,37,37,37,42,36,40,40,39,38,45,43,48,49
3984,2015-06-15,ts_kal,work,38,41,51,43,48,48,54,55,51,50,40,-999,-999
3985,2015-06-16,ts_kal,home,56,53,53,53,56,65,60,54,61,68,68,66,59
3986,2015-06-16,ts_kal,work,55,57,56,58,66,75,68,69,62,59,56,-999,-999
3987,2015-06-17,ts_kal,home,67,76,67,51,50,37,35,33,83,65,73,73,85
3988,2015-06-17,ts_kal,work,37,37,43,48,51,51,56,35,37,93,108,-999,-999
3989,2015-06-18,ts_kal,home,26,35,49,39,17,18,18,27,60,62,26,19,20
3990,2015-06-18,ts_kal,work,22,24,23,29,33,33,33,34,34,28,36,-999,-999
3991,2015-06-19,ts_kal,home,21,18,19,18,18,17,16,15,42,50,51,51,50
3992,2015-06-19,ts_kal,work,15,17,18,22,24,26,28,33,40,43,42,-999,-999
3993,2015-06-20,ts_kal,home,63,73,79,84,82,62,65,72,31,35,31,25,24
3994,2015-06-20,ts_kal,work,79,118,84,58,49,34,31,25,30,31,26,-999,-999
3995,2015-06-21,ts_kal,home,25,29,30,26,24,24,22,22,33,37,37,35,39
3996,2015-06-21,ts_kal,work,24,25,22,22,24,26,28,30,38,35,36,-999,-999
3997,2015-06-22,ts_kal,home,43,40,35,39,41,36,36,34,35,31,33,33,42
3998,2015-06-22,ts_kal,work,32,32,34,37,48,48,42,50,42,38,38,-999,-999
3999,2015-06-23,ts_kal,home,36,31,28,30,31,33,32,32,55,46,48,48,53
4000,2015-06-23,ts_kal,work,32,30,38,31,39,51,41,51,48,48,56,-999,-999
4001,2015-06-24,ts_kal,home,49,49,43,44,45,44,45,43,48,48,39,34,32
4002,2015-06-24,ts_kal,work,50,49,46,49,55,56,65,53,57,51,52,-999,-999
